"Work_Title","Page_Title","Page_Position","Page_URL","Subject","Text","Category","Category","Category"
"1918","Property Of","1","http://localhost:3000/display/display_page?page_id=376","Long Island, Virginia","Long Island Va.","Towns"
"1918","Friday, January  4, 1918","5","http://localhost:3000/display/display_page?page_id=380","Benjamin Franklin Brumfield, Sr.","Ben","Ben Brumfield Family","Julia's Children"
"1918","Friday, January  4, 1918","5","http://localhost:3000/display/display_page?page_id=380","barn","barn","Farm"
"1918","Friday, January  4, 1918","5","http://localhost:3000/display/display_page?page_id=380","cabin","cabbin","Farm"
"1918","Friday, January  4, 1918","5","http://localhost:3000/display/display_page?page_id=380","wood","wood","Wood"
"1918","Friday, January  4, 1918","5","http://localhost:3000/display/display_page?page_id=380","dance","dance","Social"
"1918","Friday, January  4, 1918","5","http://localhost:3000/display/display_page?page_id=380","Sally Joseph Carr Brumfield","Josie","Ben Brumfield Family","Julia's Household"
"1918","Friday, January  4, 1918","5","http://localhost:3000/display/display_page?page_id=380","cakes","cakes","Food"
"1918","Friday, January  4, 1918","5","http://localhost:3000/display/display_page?page_id=380","chickens","chickens","Animals"
"1918","Friday, January  4, 1918","5","http://localhost:3000/display/display_page?page_id=380","sandwiches","sand witches","Food"
"1918","Friday, January  4, 1918","5","http://localhost:3000/display/display_page?page_id=380","Helen Brumfield","Hellen","Lee Brumfield Family"
"1918","Friday, January  4, 1918","5","http://localhost:3000/display/display_page?page_id=380","Virginia Harvey","Virginia","Kate Brumfield Harvey Family"
"1918","Friday, January  4, 1918","5","http://localhost:3000/display/display_page?page_id=380","Elsie East","Elsie","Lee Brumfield Family"
"1918","Friday, January  4, 1918","5","http://localhost:3000/display/display_page?page_id=380","Beulah Brumfield","Bulah","Lee Brumfield Family"
"1918","Friday, January  4, 1918","5","http://localhost:3000/display/display_page?page_id=380","candy","candy","Food"
"1918","Friday, January  4, 1918","5","http://localhost:3000/display/display_page?page_id=380","oranges","oranges","Food"
"1918","Saturday, January  5, 1918","6","http://localhost:3000/display/display_page?page_id=381","clear","clear","Weather"
"1918","Saturday, January  5, 1918","6","http://localhost:3000/display/display_page?page_id=381","cold","colde","Weather"
"1918","Saturday, January  5, 1918","6","http://localhost:3000/display/display_page?page_id=381","Benjamin Franklin Brumfield, Sr.","Ben","Ben Brumfield Family","Julia's Children"
"1918","Saturday, January  5, 1918","6","http://localhost:3000/display/display_page?page_id=381","Sally Joseph Carr Brumfield","Josie","Ben Brumfield Family","Julia's Household"
"1918","Saturday, January  5, 1918","6","http://localhost:3000/display/display_page?page_id=381","Helen Brumfield","Hellen","Lee Brumfield Family"
"1918","Saturday, January  5, 1918","6","http://localhost:3000/display/display_page?page_id=381","Virginia Harvey","Virginia","Kate Brumfield Harvey Family"
"1918","Saturday, January  5, 1918","6","http://localhost:3000/display/display_page?page_id=381","mill","mill","Places"
"1918","Saturday, January  5, 1918","6","http://localhost:3000/display/display_page?page_id=381","stove","stove","Things"
"1918","Saturday, January  5, 1918","6","http://localhost:3000/display/display_page?page_id=381","cabin","cabbin","Farm"
"1918","Saturday, January  5, 1918","6","http://localhost:3000/display/display_page?page_id=381","dinner","dinner","Food"
"1918","Saturday, January  5, 1918","6","http://localhost:3000/display/display_page?page_id=381","pudding","pudding","Food"
"1918","Saturday, January  5, 1918","6","http://localhost:3000/display/display_page?page_id=381","Mr Mayhew","Mr Mayhews","People"
"1918","Saturday, January  5, 1918","6","http://localhost:3000/display/display_page?page_id=381","party","party","Social"
"1918","Sunday, January  6, 1918","7","http://localhost:3000/display/display_page?page_id=382","cloud","cloudy","Weather"
"1918","Sunday, January  6, 1918","7","http://localhost:3000/display/display_page?page_id=382","rain","rained","Weather"
"1918","Sunday, January  6, 1918","7","http://localhost:3000/display/display_page?page_id=382","sleet","sleeted","Weather"
"1918","Sunday, January  6, 1918","7","http://localhost:3000/display/display_page?page_id=382","snow","snow","Weather"
"1918","Sunday, January  6, 1918","7","http://localhost:3000/display/display_page?page_id=382","Virginia Harvey","Virginia","Kate Brumfield Harvey Family"
"1918","Sunday, January  6, 1918","7","http://localhost:3000/display/display_page?page_id=382","Jack Harvey","Jack","Kate Brumfield Harvey Family"
"1918","Sunday, January  6, 1918","7","http://localhost:3000/display/display_page?page_id=382","Irvin Harvey","Irvin","Kate Brumfield Harvey Family"
"1918","Sunday, January  6, 1918","7","http://localhost:3000/display/display_page?page_id=382","Marvin Smith","Marvins","Carrie Brumfield Smith Family"
"1918","Sunday, January  6, 1918","7","http://localhost:3000/display/display_page?page_id=382","Kate Harvey","Kate","Julia's Children","Kate Brumfield Harvey Family"
"1918","Sunday, January  6, 1918","7","http://localhost:3000/display/display_page?page_id=382","dinner","dinner","Food"
"1918","Sunday, January  6, 1918","7","http://localhost:3000/display/display_page?page_id=382","Benjamin Franklin Brumfield, Sr.","Ben","Ben Brumfield Family","Julia's Children"
"1918","Sunday, January  6, 1918","7","http://localhost:3000/display/display_page?page_id=382","Sally Joseph Carr Brumfield","Josie","Ben Brumfield Family","Julia's Household"
"1918","Sunday, January  6, 1918","7","http://localhost:3000/display/display_page?page_id=382","Carrie Smith","Carrie","Carrie Brumfield Smith Family","Julia's Children"
"1918","Sunday, January  6, 1918","7","http://localhost:3000/display/display_page?page_id=382","custard","custard","Food"
"1918","Sunday, January  6, 1918","7","http://localhost:3000/display/display_page?page_id=382","ice cream","ice cream","Food"
"1918","Sunday, January  6, 1918","7","http://localhost:3000/display/display_page?page_id=382","yarn","yarn","Textiles"
"1918","Sunday, January  6, 1918","7","http://localhost:3000/display/display_page?page_id=382","knitting","knit","Domestic"
"1918","Sunday, January  6, 1918","7","http://localhost:3000/display/display_page?page_id=382","wristlets","wristlets","Textiles"
"1918","Sunday, January  6, 1918","7","http://localhost:3000/display/display_page?page_id=382","Charles Harvey","Charles Harvey","Kate Brumfield Harvey Family"
"1918","Sunday, January  6, 1918","7","http://localhost:3000/display/display_page?page_id=382","needles","kneedles","Textiles"
"1918","Monday, January  7, 1918","8","http://localhost:3000/display/display_page?page_id=383","cloud","cloudy","Weather"
"1918","Monday, January  7, 1918","8","http://localhost:3000/display/display_page?page_id=383","wind","wind","Weather"
"1918","Monday, January  7, 1918","8","http://localhost:3000/display/display_page?page_id=383","Benjamin Franklin Brumfield, Sr.","Ben","Ben Brumfield Family","Julia's Children"
"1918","Monday, January  7, 1918","8","http://localhost:3000/display/display_page?page_id=383","Straight Stone, Virginia","Strait Stone","Towns"
"1918","Monday, January  7, 1918","8","http://localhost:3000/display/display_page?page_id=383","Marvin Smith","Marvin","Carrie Brumfield Smith Family"
"1918","Monday, January  7, 1918","8","http://localhost:3000/display/display_page?page_id=383","Charles Brumfield","Charles","Charles Brumfield Family","Julia's Children"
"1918","Monday, January  7, 1918","8","http://localhost:3000/display/display_page?page_id=383","Sally Joseph Carr Brumfield","Josie","Ben Brumfield Family","Julia's Household"
"1918","Monday, January  7, 1918","8","http://localhost:3000/display/display_page?page_id=383","sickness","sick","Sickness"
"1918","Monday, January  7, 1918","8","http://localhost:3000/display/display_page?page_id=383","dinner","dinner","Food"
"1918","Monday, January  7, 1918","8","http://localhost:3000/display/display_page?page_id=383","sewing","sewed","Domestic","Textiles"
"1918","Monday, January  7, 1918","8","http://localhost:3000/display/display_page?page_id=383","Miss Smith","Miss Smith","People"
"1918","Monday, January  7, 1918","8","http://localhost:3000/display/display_page?page_id=383","drugget","drugget","Equipment"
"1918","Monday, January  7, 1918","8","http://localhost:3000/display/display_page?page_id=383","Irvin Harvey","Irvin Harvey","Kate Brumfield Harvey Family"
"1918","Monday, January  7, 1918","8","http://localhost:3000/display/display_page?page_id=383","Robert Reynolds","Robert Reynolds","Mollie Brumfield Reynolds Family"
"1918","Monday, January  7, 1918","8","http://localhost:3000/display/display_page?page_id=383","Lottie Craddock","Lottie   Craddock","Denia Brumfield Blair Family"
"1918","Tuesday, January  8, 1918","9","http://localhost:3000/display/display_page?page_id=384","clear","clear","Weather"
"1918","Tuesday, January  8, 1918","9","http://localhost:3000/display/display_page?page_id=384","Benjamin Franklin Brumfield, Sr.","Ben","Ben Brumfield Family","Julia's Children"
"1918","Tuesday, January  8, 1918","9","http://localhost:3000/display/display_page?page_id=384","wood","wood","Wood"
"1918","Tuesday, January  8, 1918","9","http://localhost:3000/display/display_page?page_id=384","woods","woods","Farm"
"1918","Tuesday, January  8, 1918","9","http://localhost:3000/display/display_page?page_id=384","Sally Joseph Carr Brumfield","Josie","Ben Brumfield Family","Julia's Household"
"1918","Tuesday, January  8, 1918","9","http://localhost:3000/display/display_page?page_id=384","toothache","tooth ache","Sickness"
"1918","Tuesday, January  8, 1918","9","http://localhost:3000/display/display_page?page_id=384","dinner","dinner","Food"
"1918","Tuesday, January  8, 1918","9","http://localhost:3000/display/display_page?page_id=384","Willie Mayhew","Willie Mayhew","People"
"1918","Tuesday, January  8, 1918","9","http://localhost:3000/display/display_page?page_id=384","John Hutcherson","John   Hutchersons","People"
"1918","Tuesday, January  8, 1918","9","http://localhost:3000/display/display_page?page_id=384","snow","Snow","Weather"
"1918","Tuesday, January  8, 1918","9","http://localhost:3000/display/display_page?page_id=384","woodpile","wood   pile","Farm"
"1918","Tuesday, January  8, 1918","9","http://localhost:3000/display/display_page?page_id=384","apron","apron","Textiles"
"1918","Wednesday, January  9, 1918","10","http://localhost:3000/display/display_page?page_id=385","Benjamin Franklin Brumfield, Sr.","Ben","Ben Brumfield Family","Julia's Children"
"1918","Wednesday, January  9, 1918","10","http://localhost:3000/display/display_page?page_id=385","wood","wood","Wood"
"1918","Wednesday, January  9, 1918","10","http://localhost:3000/display/display_page?page_id=385","Sally Joseph Carr Brumfield","Josie","Ben Brumfield Family","Julia's Household"
"1918","Wednesday, January  9, 1918","10","http://localhost:3000/display/display_page?page_id=385","sewing","sewed","Domestic","Textiles"
"1918","Wednesday, January  9, 1918","10","http://localhost:3000/display/display_page?page_id=385","dinner","dinner","Food"
"1918","Wednesday, January  9, 1918","10","http://localhost:3000/display/display_page?page_id=385","supper","supper","Food"
"1918","Wednesday, January  9, 1918","10","http://localhost:3000/display/display_page?page_id=385","Marvin Smith","Marvin_s","Carrie Brumfield Smith Family"
"1918","Wednesday, January  9, 1918","10","http://localhost:3000/display/display_page?page_id=385","Kate Harvey","Kate Harvey","Julia's Children","Kate Brumfield Harvey Family"
"1918","Wednesday, January  9, 1918","10","http://localhost:3000/display/display_page?page_id=385","Carrie Smith","Carrie","Carrie Brumfield Smith Family","Julia's Children"
"1918","Wednesday, January  9, 1918","10","http://localhost:3000/display/display_page?page_id=385","knitting","knit","Domestic"
"1918","Wednesday, January  9, 1918","10","http://localhost:3000/display/display_page?page_id=385","wristlets","wristlets","Textiles"
"1918","Wednesday, January  9, 1918","10","http://localhost:3000/display/display_page?page_id=385","Charles Harvey","Charley Harvey","Kate Brumfield Harvey Family"
"1918","Wednesday, January  9, 1918","10","http://localhost:3000/display/display_page?page_id=385","apron","apron","Textiles"
"1918","Wednesday, January  9, 1918","10","http://localhost:3000/display/display_page?page_id=385","Hattie Gilbert","Hattie Gilberts","People"
"1918","Thursday, January 10, 1918","11","http://localhost:3000/display/display_page?page_id=386","clear","clear","Weather"
"1918","Thursday, January 10, 1918","11","http://localhost:3000/display/display_page?page_id=386","Benjamin Franklin Brumfield, Sr.","Ben","Ben Brumfield Family","Julia's Children"
"1918","Thursday, January 10, 1918","11","http://localhost:3000/display/display_page?page_id=386","wood","wood","Wood"
"1918","Thursday, January 10, 1918","11","http://localhost:3000/display/display_page?page_id=386","cutting feed","cut   feed","Agricultural"
"1918","Thursday, January 10, 1918","11","http://localhost:3000/display/display_page?page_id=386","Marvin Smith","Marvin Smith","Carrie Brumfield Smith Family"
"1918","Thursday, January 10, 1918","11","http://localhost:3000/display/display_page?page_id=386","William Gilbert","William Gilbert","People"
"1918","Thursday, January 10, 1918","11","http://localhost:3000/display/display_page?page_id=386","Charles Brumfield","Charles","Charles Brumfield Family","Julia's Children"
"1918","Thursday, January 10, 1918","11","http://localhost:3000/display/display_page?page_id=386","Renan, Virginia","Renan","Towns"
"1918","Thursday, January 10, 1918","11","http://localhost:3000/display/display_page?page_id=386","Sally Joseph Carr Brumfield","Josie","Ben Brumfield Family","Julia's Household"
"1918","Thursday, January 10, 1918","11","http://localhost:3000/display/display_page?page_id=386","dinner","dinner","Food"
"1918","Thursday, January 10, 1918","11","http://localhost:3000/display/display_page?page_id=386","supper","supper","Food"
"1918","Thursday, January 10, 1918","11","http://localhost:3000/display/display_page?page_id=386","quilting","quilt","Domestic","Textiles"
"1918","Thursday, January 10, 1918","11","http://localhost:3000/display/display_page?page_id=386","sewing","sewed","Domestic","Textiles"
"1918","Thursday, January 10, 1918","11","http://localhost:3000/display/display_page?page_id=386","Henry Anderson Brumfield","Henry","Ben Brumfield Family","Julia's Household"
"1918","Friday, January 11, 1918","12","http://localhost:3000/display/display_page?page_id=387","snow","snowed","Weather"
"1918","Friday, January 11, 1918","12","http://localhost:3000/display/display_page?page_id=387","rain","raining","Weather"
"1918","Friday, January 11, 1918","12","http://localhost:3000/display/display_page?page_id=387","Benjamin Franklin Brumfield, Sr.","Ben","Ben Brumfield Family","Julia's Children"
"1918","Friday, January 11, 1918","12","http://localhost:3000/display/display_page?page_id=387","Marvin Smith","Marvin","Carrie Brumfield Smith Family"
"1918","Friday, January 11, 1918","12","http://localhost:3000/display/display_page?page_id=387","stripping tobacco","strip tobacco","Tobacco"
"1918","Friday, January 11, 1918","12","http://localhost:3000/display/display_page?page_id=387","dinner","dinner","Food"
"1918","Friday, January 11, 1918","12","http://localhost:3000/display/display_page?page_id=387","baking","Baked","Domestic"
"1918","Friday, January 11, 1918","12","http://localhost:3000/display/display_page?page_id=387","cracklin corn bread","cracklin   corn bread","Food"
"1918","Friday, January 11, 1918","12","http://localhost:3000/display/display_page?page_id=387","Sally Joseph Carr Brumfield","Josie","Ben Brumfield Family","Julia's Household"
"1918","Friday, January 11, 1918","12","http://localhost:3000/display/display_page?page_id=387","quilting","quilt","Domestic","Textiles"
"1918","Friday, January 11, 1918","12","http://localhost:3000/display/display_page?page_id=387","apron","apron","Textiles"
"1918","Friday, January 11, 1918","12","http://localhost:3000/display/display_page?page_id=387","letter writing","wrote a letter","Social"
"1918","Friday, January 11, 1918","12","http://localhost:3000/display/display_page?page_id=387","Ludy Pugh","Ludy Pugh","People"
"1918","Friday, January 11, 1918","12","http://localhost:3000/display/display_page?page_id=387","Henry Anderson Brumfield","Henry","Ben Brumfield Family","Julia's Household"
"1918","Friday, January 11, 1918","12","http://localhost:3000/display/display_page?page_id=387","complaining","complaining","Sickness"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","clear","clear","Weather"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","cold","colde","Weather"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","storm","storm","Weather"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","thunder","thundered","Weather"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","rain","rained","Weather"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","wind","wind","Weather"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","Benjamin Franklin Brumfield, Sr.","Ben","Ben Brumfield Family","Julia's Children"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","fireplace","fire place","Things"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","Renan, Virginia","Renan","Towns"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","Marvin Smith","Marvin","Carrie Brumfield Smith Family"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","stripping tobacco","strip tobacco","Tobacco"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","Straight Stone, Virginia","Strait Stone","Towns"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","lodge","lodge","Places"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","breakfast","breakfast","Food"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","milking","milked","Animals"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","Sally Joseph Carr Brumfield","Josie","Ben Brumfield Family","Julia's Household"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","dinner","dinner","Food"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","dish washing","washed   dishe","Domestic"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","chickens","chickens","Animals"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","calves","calves","Animals"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","letter","letter","Things"
"1918","Saturday, January 12, 1918","13","http://localhost:3000/display/display_page?page_id=388","Effie Thornton Brumfield","Effie","Will Brumfield Family"
"1918","Sunday, January 13, 1918","14","http://localhost:3000/display/display_page?page_id=389","clear","clear","Weather"
"1918","Sunday, January 13, 1918","14","http://localhost:3000/display/display_page?page_id=389","cold","colde","Weather"
"1918","Sunday, January 13, 1918","14","http://localhost:3000/display/display_page?page_id=389","Benjamin Franklin Brumfield, Sr.","Ben","Ben Brumfield Family","Julia's Children"
"1918","Sunday, January 13, 1918","14","http://localhost:3000/display/display_page?page_id=389","milking","milke","Animals"
"1918","Sunday, January 13, 1918","14","http://localhost:3000/display/display_page?page_id=389","chickens","chickens","Animals"
"1918","Sunday, January 13, 1918","14","http://localhost:3000/display/display_page?page_id=389","dinner","dinner","Food"
"1918","Sunday, January 13, 1918","14","http://localhost:3000/display/display_page?page_id=389","letter writing","wrote two letters","Social"
"1918","Sunday, January 13, 1918","14","http://localhost:3000/display/display_page?page_id=389","Effie Thornton Brumfield","Effie Brumfield","Will Brumfield Family"
"1918","Sunday, January 13, 1918","14","http://localhost:3000/display/display_page?page_id=389","Lottie Craddock","Lottie Craddock","Denia Brumfield Blair Family"
"1918","Monday, January 14, 1918","15","http://localhost:3000/display/display_page?page_id=390","cloud","cloudy","Weather"
"1918","Monday, January 14, 1918","15","http://localhost:3000/display/display_page?page_id=390","Benjamin Franklin Brumfield, Sr.","Ben","Ben Brumfield Family","Julia's Children"
"1918","Monday, January 14, 1918","15","http://localhost:3000/display/display_page?page_id=390","Renan, Virginia","Renan","Towns"
"1918","Monday, January 14, 1918","15","http://localhost:3000/display/display_page?page_id=390","dinner","dinner","Food"
"1918","Monday, January 14, 1918","15","http://localhost:3000/display/display_page?page_id=390","John Hutcherson","John   Hutchersons","People"
"1918","Monday, January 14, 1918","15","http://localhost:3000/display/display_page?page_id=390","Sally Joseph Carr Brumfield","Josie","Ben Brumfield Family","Julia's Household"
"1918","Monday, January 14, 1918","15","http://localhost:3000/display/display_page?page_id=390","sewing","sewed","Domestic","Textiles"
"1918","Monday, January 14, 1918","15","http://localhost:3000/display/display_page?page_id=390","quilting","quilt","Domestic","Textiles"
"1918","Monday, January 14, 1918","15","http://localhost:3000/display/display_page?page_id=390","pants","pants","Textiles"
"1918","Monday, January 14, 1918","15","http://localhost:3000/display/display_page?page_id=390","Marvin Smith","Marvins","Carrie Brumfield Smith Family"
"1918","Monday, January 14, 1918","15","http://localhost:3000/display/display_page?page_id=390","button holes","button holes","Textiles"
"1918","Monday, January 14, 1918","15","http://localhost:3000/display/display_page?page_id=390","Mr Hutcherson","Mr Hutcherson","People"
"1918","Monday, January 14, 1918","15","http://localhost:3000/display/display_page?page_id=390","hauling guano","hauling guano","Agricultural"
"1918","Monday, January 14, 1918","15","http://localhost:3000/display/display_page?page_id=390","Mollie Reynolds","Molly Reynolds","Julia's Children","Mollie Brumfield Reynolds Family"
"1918","Monday, January 14, 1918","15","http://localhost:3000/display/display_page?page_id=390","George Reynolds","Mr George Reynolds","Mollie Brumfield Reynolds Family"
"1918","Monday, January 14, 1918","15","http://localhost:3000/display/display_page?page_id=390","death","dead","Sickness"
"1918","Tuesday, January 15, 1918","16","http://localhost:3000/display/display_page?page_id=391","cold","colde","Weather"
"1918","Tuesday, January 15, 1918","16","http://localhost:3000/display/display_page?page_id=391","wind","windy","Weather"
"1918","Tuesday, January 15, 1918","16","http://localhost:3000/display/display_page?page_id=391","rain","rained","Weather"
"1918","Tuesday, January 15, 1918","16","http://localhost:3000/display/display_page?page_id=391","sleet","sleet","Weather"
"1918","Tuesday, January 15, 1918","16","http://localhost:3000/display/display_page?page_id=391","breakfast","breakfast","Food"
"1918","Tuesday, January 15, 1918","16","http://localhost:3000/display/display_page?page_id=391","Benjamin Franklin Brumfield, Sr.","Ben","Ben Brumfield Family","Julia's Children"
"1918","Tuesday, January 15, 1918","16","http://localhost:3000/display/display_page?page_id=391","Marvin Smith","Marvin Smith","Carrie Brumfield Smith Family"
"1918","Tuesday, January 15, 1918","16","http://localhost:3000/display/display_page?page_id=391","Straight Stone, Virginia","Strait Stone","Towns"
"1918","Tuesday, January 15, 1918","16","http://localhost:3000/display/display_page?page_id=391","Sally Joseph Carr Brumfield","Josie","Ben Brumfield Family","Julia's Household"
"1918","Tuesday, January 15, 1918","16","http://localhost:3000/display/display_page?page_id=391","dinner","dinner","Food"
"1918","Tuesday, January 15, 1918","16","http://localhost:3000/display/display_page?page_id=391","ironing","ironed","Domestic"
"1918","Tuesday, January 15, 1918","16","http://localhost:3000/display/display_page?page_id=391","dress","dress","Textiles"
"1918","Tuesday, January 15, 1918","16","http://localhost:3000/display/display_page?page_id=391","sewing","sewed","Domestic","Textiles"
"1918","Tuesday, January 15, 1918","16","http://localhost:3000/display/display_page?page_id=391","Benjamin Franklin Brumfield, Jr.","Franklin","Ben Brumfield Family","Julia's Household"
"1918","Tuesday, January 15, 1918","16","http://localhost:3000/display/display_page?page_id=391","sickness","sick","Sickness"
"1918","Wednesday, January 16, 1918","17","http://localhost:3000/display/display_page?page_id=392","cloud","cloudy","Weather"
"1918","Wednesday, January 16, 1918","17","http://localhost:3000/display/display_page?page_id=392","Benjamin Franklin Brumfield, Sr.","Ben","Ben Brumfield Family","Julia's Children"
"1918","Wednesday, January 16, 1918","17","http://localhost:3000/display/display_page?page_id=392","cutting tier poles","cut tier poles","Barns"
"1918","Wednesday, January 16, 1918","17","http://localhost:3000/display/display_page?page_id=392","barn","barn","Farm"
"1918","Wednesday, January 16, 1918","17","http://localhost:3000/display/display_page?page_id=392","Renan, Virginia","Renan","Towns"
"1918","Wednesday, January 16, 1918","17","http://localhost:3000/display/display_page?page_id=392","Sally Joseph Carr Brumfield","Josie","Ben Brumfield Family","Julia's Household"
"1918","Wednesday, January 16, 1918","17","http://localhost:3000/display/display_page?page_id=392","dinner","dinner","Food"
"1918","Wednesday, January 16, 1918","17","http://localhost:3000/display/display_page?page_id=392","Marvin Smith","Marvins","Carrie Brumfield Smith Family"
